title,time,origin,author,article,latitude,longitude
温州路政启动 2017 年“路卫”3 号、4号治超专项整治行动,时间：2017-12-12,来源：温州市公路局,作者：盛久智 高竟翔, 为切实加强公路和公路桥梁保护，认真落实浙江省交通运输厅、浙江省公安厅有关联合文件要求，温州市公路管理局于近日全面启动了 2017 年“路卫”3 号、4号治超专项整治行动。 此次行动将重点整治车货总重49吨以上和超限50％以上的货运车辆；车辆外廓尺寸超过限定标准的违法超限车辆；纳入严重违法失信超限运输行为名单的相关责任主体；省际节点、重点桥梁路段超限运输车辆；已通过治超非现场执法固定证据，尚未主动接受处罚的存量违法超限运输车辆等五大类。 行动中，将突出强化联合执法，要进一步加强与当地公安交管等部门的联系，形成治超执法合力；将突出严格规范执法，严守治超“十不准”纪律和“五坚持”原则，全面落实治超“八项制度”，有效落实执法过程全记录；将突出加强科技治超，切实做好非现设施采集的违法超限运输车辆有效存量记录处置工作；突出落实治超“黑名单”制度，积极对接市信用办，扎实推进信用治超。,19.4206657,-152.6093
平阳万锦公路—跨绕西南高速梁板架设胜利完成,时间：2017-12-12,来源：平阳县交通运输局,作者：应辉景, 12月8日上午，在架桥机的吊装下，万锦公路最后一片40米T梁缓缓落在盖梁支座上，这标志着该工程节点控制工程—跨绕西南高速梁板架设宣布胜利完成。 万锦公路2标段跨绕西南高架桥是2017年度的控制性工程。连日来，工程建设人员克服预制场地狭小、运输道路困难、市场石料材料供应不足等不利因素影响，突破重重难关，抓质量，抢工期，终于按计划提前完成任务。最后—跨梁板架设的胜利完成，标志着2018年春节前为温州绕城高速西南线平阳段顺利通车做好了充分准备。,19.4206657,-152.6093
温州率全省之先组织小城镇道路“道乱占”专项治理市级专题培训会,时间：2017-12-12,来源：温州市公路局,作者：董伟, 为深入开展温州小城镇道路“道乱占”专项治理工作，加快推进整治进度，全力提升整治效果，温州市公路管理局作为我市小城镇道路“道乱占”专项整治小组的组长单位，精心组织，科学谋划，率全省之先于11月30日专题组织了市级层面的培训会。  此次培训会，温州10个县（市、区）、115个乡镇整治办“道乱占”专项组共135人参加。市整治办“道乱占”专项组组长、市公路局副局长王航宇作了培训动员讲话。他从三个方面进行了强调：一是，关于我市“道乱占”专项治理工作情况，他从通报各县（市、区）整治办“道乱占”整治进度、分析当前存在的5个主要问题以及下步工作的6点要求（深入开展“六乱”整治、加快推进项目整治、强化部门联动治理、建立健全长效机制、全面完善基础台帐资料、加大宣传引导力度）等三个方面进行了阐述。二是，关于此次培训组织工作，他通过培训经费的争取、培训教材的编撰、培训专家的邀请的三个点位介绍了培训前期组织工作。三是，关于参训要求，他对全体参训人员提出了“精心学、细心问、精心干”的要求。 培训会还专门邀请了省整治办“道乱占”专项组副组长、省公路局路政处副处长汤红艳，省交通设计院“道乱占”专项整治专家张科等领导和专家专题讲授小城镇道路“道乱占”专项整治的相关业务知识，以及做好2017年达标乡镇考核验收工作的重点点位和主要事项。并特别安排了交流讨论环节，由参训人员逐一交流整治中遇到的困难问题，再由省整治办“道乱占”治理专家一一解答。交流环节发言积极，气氛浓厚，互动效果显著，使大家对小城镇道路“道乱占”专项整治内容和方法有了进一步的了解，对今后开展整治工作起到了重要的引导作用。,19.4206657,-152.6093
乐清雁荡山旅游环线二期连接线龙西段正式开工,时间：2017-12-12,来源：  温州市公路局,作者：林剑武, 近日，雁荡山旅游环线二期连接线龙西段正式开始施工。该段路起点在乐清市龙西乡北垟村，沿龙西溪途经东加岙、屿头、显胜门3个村，终点为国家5A级风景区雁荡山八大景区之一的显胜门景区，线路总长2.52公里，路基宽8米，工期预计为18个月。 龙西乡旅游资源十分丰富，有龙溜、散水崖、仙岩洞、仙杖峰、仙女池、透天十八洞、狮子岩等景点，面积占全乡的40%。其中显胜门景区，是雁荡山风景的重要组成部分，集“神、奇、幽、野、秀”于一体，有“天下第一门”之称，常年游人不绝。龙西是全国吊兰、枫斗的重要集散地，龙西人从事“五仙草之尊”的吊兰、枫斗业生产已有100多年历史，无论生产人数、收购出售量，利润、效益等方面都居全国之首。另外，果苗花卉、药材、茶叶的生产很有特色，其中金银花年生产出售41多吨，白毛尖茶叶8吨多。 目前，龙西乡仅有一条长8公里、宽6.5米的县级公路卓龙线，交通建设严重滞后，该段路开通后，将显胜门景区与雁荡山核心景区进行紧密串联，进一步完善乐清市公路网规划布局，带动沿线山老区经济发展将起到积极作用。,19.4206657,-152.6093
2017年度全市桥隧加固工程顺利完工,时间：2017-12-12,来源：温州市公路局,作者： 胡益生, 近日，随着平阳县农村公路桥南线六板桥、闹联线大施桥二座危桥改造项目主体工程的完工，温州市2017年农村公路危桥改造项目主体工程已全部完工。 为了保质保量按时完成全市危桥改造任务，今年8月份以来，温州市公路管理局对全市11座列入考核的危桥改造项目进行了多次督查，以完成时间节点倒逼进度。期间，市公路局进行了每月一督查，处室每半个月加强进度监控，及时联系业主单位进行实时掌握施工质量与进度，并督促业主单位加强对所有部位施工过程的质量管控，以及对现场安全的管理监督。 接下来，市公路局将督促业主单位对所有项目进行交工检测，尽快完成扫尾工作﹑交（竣）工质量备案等工作，为交（竣）工验收做好充分的准备工作。,19.4206657,-152.6093
省交通运输厅安全生产目标责任制考核组到市公路局检查安全生产工作,时间：2017-12-12,来源：温州市公路局,作者：钱登朝, 12月7日上午，省公路局孙校伟副局长带领省交通运输厅安全生产目标责任制考核组对温州市公路局开展交通运输行业安全生产目标责任制考核，并在市公路局5号会议室召开2017年度温州市交通运输行业安全生产目标责任制考核汇报会。市交通运输局董庆华局长、张银华副局长及4个直属单位分管领导参加考核汇报会。 市公路局作为市级行业管理单位接受考核组检查，重点检查安全生产责任制落实情况、安全管理制度、会议、安全监督检查等内业台账，以及安全管理信息系统使用情况。 考核组对该局安全生产工作给予了高度肯定：一是安全管理组织机构健全，特别是明确了领导班子成员安全生产职责分工；二是安全生产责任制落实到位，考核办法细致；三是安全管理制度完善，出台了《温州市公路管理局安全生产工作职责》和《温州市公路管理局安全生产领导小组工作规则》；四是安全生产实行“三化”管理，即智能化、数字化、信息化，安全管理信息系统应用充分，安全隐患实行动态管理；五是安全隐患排查治理到位，发现隐患及时整改。,19.4206657,-152.6093
龙湾区2017年农村公路大中修工程通过交（竣）工验收,时间：2017-12-12,来源：温州市公路局,作者：胡益生, 近日，龙湾区2017年农村公路大中修工程交（竣）工验收会议在龙湾区公路局召开。该项目为2017年温州市农村公路大中修工程实施项目首个完工验收的项目。龙湾区交通运输局、交通工程质监站、区公路局、监理、施工单位、温州华晟道路桥梁设计研究有限公司等单位的代表参加会议，并成立验收专家小组。 验收小组前往工程现场实地察看了龙湾区2017年农村公路大中修工程的完工情况，认真听取了业主、设计、监理及施工单位的工作总结汇报，并审阅了工程有关交（竣）工文件资料。最后，验收小组形成了统一意见，龙湾区2017年农村公路大中修工程基本满足设计和规范要求，在工程质量、外观质量﹑工程造价等方面均得到有效控制，设计、施工、监理等参建单位在建设过程中能够遵守有关建设法规，认真履行合同，做好相互配合，相互制约，较好地完成了工程建设任务，顺利通过验收。,19.4206657,-152.6093
省公路局副局长孙校伟调研文成“村村通”工作,时间：2017-12-12,来源： 温州市公路局,作者：胡悦斌, 12月6日，省公路局副局长孙校伟一行到文成县调研建制村客车“村村通”工作。文成县常务副县长吴昌亮，县交通运输局相关领导陪同调研。 孙校伟一行率先来到玉壶镇茗垟村、九龙村，详细了解当地“村村通”客车工作开展情况及当地村民生产生活的改善情况，实地查看了茗垟村、九龙村客车首末班线、客车停靠点，了解客车运营时间、运营班次等情况，并对茗垟村、九龙村立足桥乡优势，发展桥情经济的发展模式给予了充分肯定。 在听取相关情况汇报后，孙校伟对文成县积极推进建制村客车“村村通”工作予以充分肯定。他指出，全面实现建制村客车“村村通”是2017年度省委、省政府承诺的一项重要民生实事工程，更是文成县党委政府向老百姓对便捷、安全、经济公共交通出行方式美好期盼的积极回应。,19.4206657,-152.6093
温州市运管局到金华市预防职务犯罪警示教育基地参观学习,时间：2017-12-11,来源：温州市运管局,作者：马术华, 为加强党员干部党风廉政和反腐败警示教育，做到警钟长鸣、防微杜渐，筑牢拒腐防变的思想防线，12月6日，温州市运管局纪委书记陈代庆带领部分中层干部、选调交流和重要岗位的干部，前往金华市预防职务犯罪警示教育基地参观学习，以听、看、谈、写等形式接受了一堂生动的反腐倡廉教育课。党员干部认真参观了警示教育基地的图片展板、观看了警示教育宣传片，在一块块图文结合的展板、一段段声泪俱下的忏悔录和一则则发人深省的案例前，驻足观看、认真讨论、接受教育。大家纷纷表示要不断提高自己的政治素质和廉政意识，以反面典型为戒，从中吸取深刻教训，牢固构筑起拒腐防变的思想防线。 此次党风廉政警示参观学习活动，是市运管局年度“廉政教育”活动的重要内容之一。此外，市运管局还围绕“学条规、守纪律、讲规矩”主题，集中开展学习讨论、廉政讲座、党纪党规知识测试等活动，不断强化党员干部宗旨意识、纪律意识和规矩意识，积极营造廉洁从政、遵纪守法、风清气正的良好氛围，打造清正廉洁、干事创业的运管干部队伍。,19.4206657,-152.6093
鹿城区交通运输局联合104国道瓯江大桥项目部深入开展《安全生产法》宣传周活动,时间：2017-12-08,来源：  鹿城区交通运输局,作者： 孙忠亮, 为进一步深入开展《安全生产法》宣传周活动，学习贯彻落实安全生产法，推进项目依法治安，大力宣传普及安全生产法律法规，全面营造项目安全生产尊法、学法、守法、用法的浓厚氛围，鹿城区交通运输局联合104国道瓯江大桥项目部开展了一系列活动，为项目安全生产提供了强有力的保障。 活动主要分为两部分，一是开展安全生产法知识培训，在104国道瓯江大桥项目部会议室开展安全生产法律法规知识培训，在施工现场建立安全生产法知识宣教牌，进一步加强项目安全生产法律知识的宣传普及，提升项目安全生产法治意识；二是开展线上网络知识竞赛活动，在全项目范围内，组织人员参加知识竞赛活动，达到全项目范围内普及安全生产法，提高项目人员安全法治意识的目的。评选出成绩优异的人员，给予奖励进行表扬，进一步营造良好的安全生产氛围。 此次活动不仅有效地提高了项目人员安全生产法治意识，更进一步夯实了项目安全生产基础，提高项目安全管理水平。,19.4206657,-152.6093
77省道布袋岙连接线公路工程通过交工验收,时间：2017-12-08,来源：洞头交通运输局,作者：黄婷婷,12月7日， 77省道布袋岙连接线公路工程交工验收会议在洞头区交通运输局召开。区发改局、交运局、财政局、国土局、住建局、工务局、霓屿街道、交警大队、公路局、交通工程质量监督站等相关单位代表以及工程各参建单位代表参加了会议。,19.4206657,-152.6093
温州市运管局局长翁结群到瑞安调研运管工作,时间：2017-12-08,来源： 温州市运管局,作者：包游游, 12月6日下午，温州市运管局翁结群局长带队到瑞安市运管局开展工作调研。 翁结群局长一行首先走访了全国“文明诚信、优质服务”优秀驾培机构——瑞安市五联驾校，现场查看了驾校的教学场地、办公设施、学员休息区等区域，并了解了该校发展建设、五心服务等情况，对驾校硬软件设施给予肯定并鼓励其继续走在全国驾校的前列。随后，翁结群局长一行听取了林克荣局长关于瑞安市运管局2017年各项工作开展情况的汇报。 翁结群局长高度肯定了瑞安市运管局各项工作取得的成绩，并就下步工作提出了五点要求。一是守好安全、廉政“两条底线”。将安全底线摆在各项工作的第一位，落实安全工作，强化隐患排查，形成安全管理常态化机制；强化运政队伍廉政建设，在确保自己不出问题的前提下，要教育引导身边的人不犯错误。二是落实审批制度、城乡公交一体化改造“两项改革”。进一步梳理行政审批事项，深化“最多跑一次”工作；要继续巩固城乡一体化改造工作，特别是要让“村村通”能持久通、满意通。三是建好物流、驾培“两大园区”。继续降本增效，做好省市共建德江南物流园区建设；要落实驾培园区的规划建设，瑞安要紧跟温州后面，形成示范效应。四是推动传统出租车和网约车、客运“运游”“两大融合”。重点是落实网约车的规范化管理，将传统出租车和网约车深度融合；要科学做好客运“运游”融合，合理安排剩余运力的包车业务，提升客运资源的利用率。五是实现综合监管闭环管理，维修健康电子档案全覆盖“两个目标”。将线上执法和现场执法相结合，在执法力量不足的情况下，有效解放一大批人；在完成一类维修企业电子健康档案建设的基础上，实现二三类企业全覆盖。,19.4206657,-152.6093
温州市运管局开展离退休干部十九大知识有奖问答活动,时间：2017-12-08,来源：温州市运管局,作者： 潘毓斌, 为深入学习贯彻党的十九大精神，提高老干部学习的自觉性、主动性，温州市运管局组织开展了离退休干部学习党的十九大精神知识有奖问答活动。 活动围绕学习宣传贯彻党的十九大精神，以有奖问答的形式，将十九大报告基本内容和党章修改内容共编制120道题，供老干部现场查阅资料，开卷答题。全体老干部积极参与，踊跃作答，现场气氛轻松融洽，取得了较好的学习效果。 此次学习活动形式新颖活泼、参与面广、创新性强，进一步加深了老干部对十九大精神的了解掌握，为真学、真懂十九大精神的理论精髓打下基础。,19.4206657,-152.6093
温州市出租汽车驾驶员从业资格考试改革正式实施,时间：2017-12-08,来源：温州市运管局,作者：金向永," 为进一步深化出租汽车行业改革,促进解决当前出租汽车驾驶员从业资格考试工作中存在的突出问题，增强考试针对性、实用性，根据交通运输部、省交通厅关于改革出租汽车驾驶员从业资格考试有关工作要求，12月1日，温州市道路运输管理局在官网上公示出租汽车驾驶员从业资格区域科目考试题库，正式实施出租汽车驾驶员从业资格考试改革。此次出租汽车驾驶员从业资格考试改革主要包括四方面内容。 一、实行“两考合一”。出租汽车驾驶员从业资格全国公共科目考试与区域科目（包括巡游出租汽车驾驶员和网络预约出租汽车驾驶员）考试实行“两考合一”，即将两个考试科目在一次考试中完成。从业资格考试试题满分为100分，全国公共科目考试试题和区域科目考试试题各占50分，两个科目均得分40分及以上为合格。 二、调整试题数量和形式、内容。全国公共科目、区域理论试题数量调整为各50道，考试题型由三类调整为两类，区域科目考试分为实际操作和理论，分数各为50％。 三、优化题库试题、内容。调整公共科目考试题库试题数量，题库试题数量与试卷试题数量比例不超过10: 1，调整为500道，区域科目理论考试题库调整为网约车400道，巡游车450道，从业资格考试内容应立足于出租汽车驾驶员的基本要求和职业特点，突出安全和服务方面的应知应会知识，避免出现与出租汽车运营服务基本要求不密切或者难度过大的内容，试题应当简洁明了、通俗易懂，并定期更新题库。 四、公开考试题库。全国公共科目考试题库和区域科目考试题库均向社会公开。全国公共科目考试题库（含试题答案）由交通运输部在交通运输部官方网站公开，并在交通职业资格网启用全国公共科目在线测试平台，考生可登录平台查看试题、组卷自测。 区域科目考试题库（含试题答案）在温州市运管局和省运管局官网上公示，并在省运管局官网上设置全国公共科目在线测试平台的链接，供驾驶员查看试题、组卷自测。",19.4206657,-152.6093
省运管局到乐清调研智慧公交建设工作,时间：2017-12-08,来源： 乐清市交通运输局,作者：李婷婷, 12月5日上午，浙江省道路运输管理局与省城市公共交通协会相关领导到乐清调研智慧公交创新建设工作。,19.4206657,-152.6093
省交通运输厅考核组检查瑞安市交通运输系统安全生产工作,时间：2017-12-08,来源：瑞安市交通运输局,作者：  葛雅婷, 12月6日，省公路局副局长孙校伟率省交通运输厅考核组一行赴瑞安考核2017年度市交通运输系统安全生产工作。温州市交通运输局副局长张银华、温州市公路局总工陈亮、瑞安市交通运输局局长蔡金良等陪同检查。,19.4206657,-152.6093
省交通运输厅考核组检查瑞安市交通运输系统安全生产工作,时间：2017-12-08,来源： 瑞安市交通运输局,作者：  葛雅婷, 12月6日，省公路局副局长孙校伟率省交通运输厅考核组一行赴瑞安考核2017年度市交通运输系统安全生产工作。温州市交通运输局副局长张银华、温州市公路局总工陈亮、瑞安市交通运输局局长蔡金良等陪同检查。,19.4206657,-152.6093
浙江省交通运输厅考核瑞安交通建设工程安全生产工作,时间：2017-12-08,来源：温州市交通工程质量监督局,作者：柯海涵, 12月6日，省交通运输厅组织省公路局、省交通工程监管局等相关单位对瑞安市交通建设工程安全生产工作进行考核。,19.4206657,-152.6093
瑞安市交通质监站开展2017年度执法大检查,时间：2017-12-08,来源：温州市交通工程质量监督局,作者： 柯海涵, 为进一步提高交通建设工程质量安全管理水平，打造品质工程，按照年初制定的监督目标，瑞安市交通质监站于11月23日至12月5日组织力量对辖区内14个在建交通项目开展年度执法大检查。 此次大检查共分工程质量（合同管理）组、安全生产组、监理管理组、试验检测管理组四个小组，通过材料汇报、现场查看、查阅内业资料、询问核实、工程实体及原材料抽检等方式，对工程项目进行了仔细的检查。从检查的情况看，工程质量安全总体处于平稳、可控状态，但也发现部分施工、监理单位存在一些薄弱环节和不足之处，特别在小型农村公路建设过程中表现较为突出，如项目施工现场管理混乱、技术力量薄弱、质保体系运转欠佳、人员考勤制度执行不到位、监理人员未很好履行监理职责等相关问题。 瑞安市交通质监站在每个项目检查完成后进行现场总结反馈，要求参建各方引起高度重视，明确企业主体责任，全面落实问题整改，要求监理单位切实履约合同，严把质量安全关。针对检查中发现的问题，瑞安市交通质监站已下发检查意见书并要求限期整改反馈。 下一步，瑞安市交通质监站将组织各参建单位召开集中反馈会。,19.4206657,-152.6093
省公路局副局长孙校伟带队督查温州瑞安建制村客车“村村通”工作,时间：2017-12-08,来源：温州市公路局,作者：陈青化 钱乐乐, 12月6日，省公路局副局长孙校伟带领省“村村通”工作督查组一行到温州瑞安调研督查农村公路建设及“村村通”工程，温州及瑞安交通部门有关负责人陪同检查。 下午1时许，省“村村通”工作督查组一行到瑞安高楼实地督查了“村村通”通车情况，并组织瑞安交通局局长蔡金良、公路局局长何步光、高楼镇分管领导等人，召开专题座谈会。 晚上7时许，省“村村通”工作督查组一行在瑞安公路局会议室召开温州市建制村客车“村村通”工作汇报会。会议首先观看了温州“村村通”工作视频专辑。随后，瑞安副市长项金敏作会议致词，他简要汇报了瑞安“村村通”工程建设情况，指出围绕该项民生工程，瑞安市委市政府“高度重视、目标明确、措施得力、方法得当、保障有力”，有力推动瑞安“村村通”工程提前两个月保质保量地完成。瑞安交通局局长蔡金良针对“村村通”完成情况重点介绍了瑞安交通部门的六点有力举措，并表示下步将通过油补倾斜、主动“补位”、加强考核等解决办法，为城乡公交一体化打下坚实基础。最后，温州交通运输局副局长张银华具体围绕“五大举措”、“三点体会”、“五个成效”、“四点打算”，汇报了温州各级交通部门如何全力推进“村村通”任务顺利完成。 在听取了各个部门“村村通”相关工作汇报后，省督查组充分肯定了温州“村村通”建设项目的推进力度、推进速度和群众满意度，并针对现场督察发现的问题提出整改意见和建议。最后，孙校伟副局长就下一步工作方向指出，农村公路建设要服务于美丽经济交通走廊建设、服务于以乡村振兴战略为主要内容的七大战略等。,19.4206657,-152.6093
永嘉县运管局召开道路运输市场专项整治“3号行动”部署会议,时间：2017-12-07,来源： 永嘉县交通运输局,作者：戴硕颖, 12月5日，永嘉县运管局在局二楼会议室召开了道路运输市场专项整治“3号行动”部署会议。会议由杨臻副局长主持，县运管局相关科室、稽查队、运管所负责人和全县各驾校负责人参与会议。 会议传达了《关于开展2017年全市道路运输市场专项整治“3号行动”的通知》（温运〔2017〕149号）文件和市运管局部署会议精神，要求各县要加强组织领导，借用科技应用，积极监督引导，切实开展好专项整治行动。 会议指出，此次行动重点整治学时造假、使用违规计时设备、教学行为不规范等行为，稽查部门要认真落实，切实加强稽查力量，密切配合，信息互通，加大现场执法力度；业务科室要积极配合稽查部门开展整治工作，确保企业主体责任落实到位；要积极动员群众进行违法行为投诉，借用广大群众的力量进行监督查处。  最后，会议提出三点要求：一是要重视前期宣传。企业要抓紧落实好会议文件精神，对各教练员传达到位，规范教学行为，加强对学员学时的监督和初审工作，做好学员车辆的检查；二是要文明执法、依法执法，严格依法查处；三是做到精准打击，借助综合监管平台及时研判、核实，形成处置闭环。,19.4206657,-152.6093
瑞安市交通运输局召开全市交通运输系统加强行政执法工作会议,时间：2017-12-07,来源： 瑞安市交通运输局,作者： 陈优, 12月5日下午，瑞安市交通运输局召开全市交通运输系统加强行政执法工作会议。参加会议的有局属事业单位分管领导、科室负责人、基层站所负责人和局机关相关科室。会议由阮忠星副局长主持。,19.4206657,-152.6093
省公路局副局长孙校伟到温州泰顺督查建制村客车“村村通”工作,时间：2017-12-07,来源：泰顺县交通运输局,字号：[ 大 中 小 ], 12月5日下午，省公路局副局长孙校伟率省村村通工作督查验收小组到泰顺县督查验收建制村客车“村村通”工作，泰顺县常务副县长罗招政、县交通运输局王仁旺局长及相关乡镇领导陪同。,19.4206657,-152.6093
瓯海区区长王振勇专题调研高速公路沿线“三化”暨桥下空间利用工作,时间：2017-12-07,来源：温州市公路局  瓯海区交通运输局,作者： 黄建义, 2017年12月06日上午，瓯海区王振勇区长、周金平副区长专题调研高速公路沿线“三化”暨桥下空间利用工作，区发改局、区交通运输局、区住建局、区综合行政执法局、区财政局、区水利局、区农林渔业局、区环保局、区国土资源分局、区铁路开发有限公司，娄桥街道、梧田街道、南白象街道、郭溪街道、三垟街道、茶山街道、丽岙街道、仙岩街道，以及市高速路政大队、金丽温高速公路有限公司温州管理处、甬台温高速公路有限公司等单位主要负责人参加会议。,19.4206657,-152.6093
省交通运输厅“村村通”督查组到瓯海督查建制村客车“村村通”工作,时间：2017-12-07,来源： 瓯海区交通运输局,字号：[ 大 中 小 ], 12月5日，省交通运输厅运输处黄小斌一行赴瓯海区督查建制村客车“村村通”工作。温州市交通运输局运输处处长李克、温州市道路运输管理局副局长徐和光、瓯海区交通运输局局长金声众等相关领导陪同督查。,19.4206657,-152.6093
温州市公路管理局召开作风建设监督员聘请颁证会议,时间：2017-12-06,来源： 温州市公路局,作者： 吴想, 12月5日下午，温州市公路管理局作风建设监督员聘请颁证会议召开。局领导班子、机关处室负责人、直属单位班子成员及相关人员参加会议。本届监督员共9人，既有人大代表、政协委员，也包括社会各界精英，聘期两年。 王航宇副局长主持会议，李耕纪委书记宣读了《关于聘请作风建设监督员的通知》。局党委书记、局长连真毅为9名监督员颁发了聘用证书。 连真毅书记简单介绍了市公路局的概况和近五年来公路工作的有关情况。他指出，聘请作风建设监督员是深入学习贯彻落实党的十九大精神的重要保障，是全市公路事业发展形势所需，也是铸造公路铁军的重要举措。他强调，实施作风监督，狠抓作风建设，不但要通过监督员的认真履职和支持，也需要我们自身的重视和努力。一是要积极配合，为监督工作创造良好的环境；二是要主动参与，确保监督工作取得实效；三是要抓住重点，努力解决作风建设中的突出问题。最后，连真毅对监督员提出两点希望，一是希望监督员有一颗热心，积极献言献策，多提建设性意见和建议；二是希望监督员有一副铁面，大胆监督，及时反映存在的问题，进一步促进该局作风建设不断取得新成绩，迈上新台阶。,19.4206657,-152.6093
省公路局副局长孙校伟一行到苍南调研建制村客车“村村通”工作,时间：2017-12-06,来源： 苍南县交通运输局,作者：苏科 曾逸, 12月5日，省公路局副局长孙校伟一行到苍南县调研建制村客车“村村通”工作。苍南县常务副县长杨德听，县交通运输局相关领导陪同调研。,19.4206657,-152.6093
浙江省交通工程监管局对温州交通检测公司开展信用评价,时间：2017-12-06,来源：温州市交通工程质量监督局,作者： 陆文斌, 11月29日下午，浙江省交通工程监管局陈妙初处长带领多位专家到温州市交通工程试验检测有限公司开展试验检测机构和试验检测人员从业承诺履约行为状况综合评价。温州市交通质监局周建华局长、杨友良副局长陪同。 核查组对照《浙江省公路水运工程试验检测机构信用评价实施细则（试行）》的标准，采取现场查看、听取汇报、抽查台帐等方式，对温州交通检测公司资质等级、从业人员、报告发放、仪器设备等方面管理进行了认真细致的核查，并现场反馈检查中存在的问题。 在工作指导会上，陈妙初处长充分肯定了温州交通检测公司在技术创新、履约行为、信息化建设等方面取得的成绩，并要求检测公司能坚持以信用评价工作为抓手，切实增强试验检测机构和试验检测人员诚信意识，全力以赴地支持和推进全省交通工程建设市场信用体系建设及试验检测行业健康有序发展。 最后，周建华局长对公司下一阶段工作提了几点建议：一是要针对专家组提出问题，认真归纳总结，做到举一反三，及时整改到位；二是要不断完善内部信用体系建设，规范从业行为，提升试验检测水平，增强履约意识；三是要加快信息化建设步伐，逐步实现实时数据的采集、传输等功能，提升管理手段，为转型升级奠定坚实基础。,19.4206657,-152.6093
104国道瓯江大桥项目举行安全宣贯会议,时间：2017-12-06,来源：温州市交通工程质量监督局,作者：  孙忠亮, 11月30日晚，104瓯江大桥项目召开《安全生产法宣传周活动》动员会，项目领导、各部门负责人和各部门人员参加了会议，会议由安监部部长主持召开。,19.4206657,-152.6093
温州市运管局召开“3号行动”专项整治工作部署会,时间：2017-12-06,来源：  温州市运管局,作者：陈用银, 为打击非法驾培行为，维护驾培市场秩序，进一步规范驾培经营活动，提升培训质量和服务水平，2017年12月4日，温州市运管局召开“3号行动”专项整治工作部署会议，会议由市运管局稽查安全处张宪达处长主持，市运管局曹立中副局长、驾培处、指挥中心及各稽查大队负责人、综合办主任、各县（市、区）运管局分管稽查或驾培领导、稽查或驾培科长参加会议。 会议首先由张宪达处长传达学习“3号行动”文件精神，部署安排各个整治阶段的要求和任务，明确责任和目标。随后，驾培处负责人为参会人员讲解这次整治行动的主要内容，并就此次重点检查的内容进一步细化和说明，确保整治行动得到实效。 最后，市运管局曹立中副局长就整治行动提出四方面要求，一是要统一认识，充分认识此次行动的重要性；二是要通过整治行动，督促发挥企业的主体责任意识；三是各处室要相互配合，形成整治合力，发挥科技力量精准打击；四是要依法严格、文明执法，落实行动目标。,19.4206657,-152.6093
苍南县交通运输局召开党的十九大精神学习会议,时间：2017-12-06,来源： 苍南县交通运输局,作者： 苏科, 12月1日晚上，苍南县交通运输局召开党的十九大精神学习会。重点学习习近平总书记在中国共产党第十九次全国代表大会上的报告关于全面从严治党、加强党风廉政建设的内容。交通运输系统120多名党员干部参加了会议。,19.4206657,-152.6093
温州港航系统积极开展法治宣传日活动,时间：2017-12-06,来源：市港航局,作者： 许秀俊 郭熙熙 张丹丹 张晓峰 卓婷婷, 2017年12月4日是我国第四个国家宪法日，也是第十七个“全国法制宣传日”，温州市港航系统立足本职，积极开展丰富多彩的法治文化宣传活动。 12月4日，市港航局积极参与在松台广场举行的温州市 12.4国家宪法日广场法治文化活动。在活动现场，来自市交通运输局，市港航管理局、公路管理局等多家单位工作人员给前来咨询的群众们答疑解惑。此外，洞头区港航管理局、苍南县港航管理局、泰顺县港航管理局积极参加由当地举办的“124国家宪法日”活动。 港航工作人员通过设立咨询台、制作宣传展板、悬挂横幅、发放宣传资料、港航法律问卷调查等形式，为群众宣传相关知识，并提供法律咨询。同时，借用漫画形式深入浅出解读航道保护、水上渡运安全知识，积极宣传普及《航道法》、《浙江省渡口安全管理办法》等港航管理相关法律法规。 活动中，市港航局共发放港航法律法规宣传资料近70份，接受群众咨询10余人次，向群众讲解有关港航管理知识60余人次；洞头区港航管理局共派出执法人员3名，发放宣传材料100余份；苍南港航管理局共完成港航法律答卷90份；泰顺县港航管理局共发放港航法律法规汇编小册等宣传资料150余份。 本次活动起到引导群众学法、守法、用法的作用，增强了人民群众爱港护航意识，促使港航法律法规深入人心，从而对于宣传社会主义法治形象具有重要现实意义，为港航发展建设，提供更加优良的法治环境。,19.4206657,-152.6093
鹿城区公路局开展“三防”应急演练,时间：2017-12-06,来源：鹿城区交通运输局,作者：徐素微 潘展勋, 为进一步提高对突发性自然灾害的应急反应能力，全面提升抢险队伍的快速反应能力和协调作战能力。12月4日上午，鹿城公路局根据年度安全工作计划，组织应急抢险队员和有关人员在石林环线10K+500开展抢通山体塌方的“三防”应急演练。 在石林环线“三防”应急演练现场，根据应急演练方案模拟了山体塌方情况下的应急演练，由该局副局长周兆超下达任务指示，各项工作有序展开。演练内容分为三大块：一是险情报告以及整个系统指挥机构的政令畅通情况；二是抢险人员、物资、车辆以及公路抢险机械设备的到位情况；三是检验各相关科室人员快速反应能力和应急处置水平。此次演练共历时3小时，出动18人次，装载机1辆，自卸车2辆、路政巡查车3辆、养护巡查车1辆。 此次演练展示了该局安全生产应急管理水平和应急救援能力的同时，强化了应急、安全意识，锻炼了抢险队伍，演练达到了预期的目标。,19.4206657,-152.6093
